installation_s3ic_id,description,date,georisques_id,ocr_status,size
0065.17630,Nouveau document,2017-05-17,P/9/8acb34015c63a181015c63b7a6490009,SUCCESS,210304.0
0065.17630,Arrêté préfectoral concernant MCEI daté du 21/10/2014,2014-10-21,P/4/6ddbf480cb534a03967ed42fca08b3d4,SUCCESS,1580138.0
0065.17644,Arrêté préfectoral concernant Etablissements MAZEAU daté du 03/08/2015,2015-08-03,P/1/1da3623827184d5ba28885e817e3f361,SUCCESS,1980711.0
0065.17691,Arrêté préfectoral concernant SIETREM daté du 18/12/2015,2015-12-18,P/0/8acb340151e7b5c40151e7e89d3600d0,SUCCESS,2754861.0
0065.17958,AP 2016-2014,2016-12-12,P/e/8acb340159eeaac80159eefd4904001e,SUCCESS,2806996.0
0065.17958,Nouveau document,2016-04-15,P/a/8acb340154f21b370154f2491602000a,SUCCESS,1451668.0
0065.17982,Ap garanties financières,2020-10-30,P/2/8acb34fd75786ede01757884951218d2,SUCCESS,323011.0
0065.17982,Nouveau document,2016-05-30,P/8/8acb3401571e4a9a01571e87229a0008,SUCCESS,2650710.0
0065.18021,Arrêté préfectoral concernant BIO YVELINES SERVICES  daté du 24/11/2014,2014-11-24,P/5/8acb34014a5337f0014a5349acb80005,SUCCESS,300061.0
0065.18054,Nouveau document,2019-08-06,P/6/8acb34fd6c657f1b016c661c0c6d0016,SUCCESS,693951.0
0065.18190,Arrêté préfectoral concernant ACCIMOTO daté du 22/12/2015,2015-12-22,P/6/63d009358adc45729d53a6d3dda82996,SUCCESS,2570742.0
0065.18190,Arrêté préfectoral concernant ACCIMOTO daté du 22/12/2015,2015-12-22,P/7/46fe2c72a4374d24be64eaf79ad023f7,SUCCESS,2884399.0
0065.18210,Nouveau document,2017-05-20,P/f/8acb3401605980d401605986e05b000f,SUCCESS,4503377.0
0065.18444,Arrêté préfectoral concernant SICTOM du HUREPOIX nouveau site daté du 18/03/2015,2015-03-18,P/5/fdeb3b2eb62a4ad3b921f88e5f7a1be5,SUCCESS,316940.0
0065.18461,Nouveau document,2016-09-15,P/6/8acb3401572dd6b901572dee66200006,SUCCESS,253728.0
0065.18461,Nouveau document,2016-02-29,P/a/8acb3401572dd6b901572dee664e000a,SUCCESS,105035.0
0065.18537,Nouveau document,2021-04-20,P/5/8acb34fd7940a71e017940b7eea20005,SUCCESS,1275310.0
0065.18537,Arrêté préfectoral concernant CELL FOR CURE groupe LFB daté du 03/08/2015,2015-08-03,P/f/ee45121f67e74d72a80086c9fcf8dd4f,SUCCESS,1420943.0
0065.18581,Nouveau document,2017-06-26,P/7/8acb34015ce32e18015ce33738340007,SUCCESS,318167.0
0065.18581,Arrêté préfectoral de mesures conservatoires,2015-05-14,P/b/8acb34015366180e01536656779e003b,SUCCESS,311580.0
0065.18583,Nouveau document,2017-09-26,P/4/8acb340160503b740160503e09e50004,SUCCESS,608856.0
0065.18597,Arrêté préfectoral concernant LA PIECE AUTOMOBILE (extension) daté du 17/07/2015,2015-07-17,P/7/cee8ca53fab44aebb67df67b9e893487,SUCCESS,742371.0
0065.18698,Nouveau document,2020-01-09,P/e/8acb34fd6fb30295016fb365e5a0001e,SUCCESS,2100792.0
0065.18698,Arrêté préfectoral concernant ABC NEGOCE daté du 22/12/2015,2015-12-22,P/7/be82968c66824098a6ec13338d5c5c27,SUCCESS,3552849.0
0065.18730,APC,2020-12-23,P/5/8acb34fd7719915101771993350c0005,SUCCESS,2223603.0
0065.18730,Nouveau document,2016-07-11,P/4/8acb34015728e3eb015728e7fc620004,SUCCESS,3254755.0
0065.18730,Arrêté préfectoral concernant PEVM Services daté du 15/01/2016,2016-01-15,P/0/fc821b7d9e7d456ca968193fe53d1cd0,SUCCESS,221070.0
0065.18814,Nouveau document,2016-02-09,P/3/8acb340154ddb5ae0154de4661770023,SUCCESS,15458894.0
0065.18854,APC,2018-03-08,P/4/8acb3401626626a6016266726e8c0024,SUCCESS,224601.0
0065.18854,Arrêté préfectoral concernant CAMY DECHETTERIE VAUCOULEUR daté du 07/08/2015,2015-08-07,P/5/8ee3af95ced640379ff22e01aca0bdb5,SUCCESS,359152.0
0065.18873,Nouveau document,2018-10-03,P/8/8acb35836653ce21016653fc2ab00008,SUCCESS,1312887.0
0065.18873,Nouveau document,2017-11-24,P/5/8acb34016020bea3016020c6a1980005,SUCCESS,245878.0
0065.18873,Nouveau document,2017-02-20,P/b/8acb34015a80171a015a8079fc4d008b,SUCCESS,540098.0
0065.18922,Nouveau document,2020-02-25,P/1/8acb34fd70a5ac370170a5bedb5d0011,SUCCESS,575360.0
0065.18922,Nouveau document,2017-05-18,P/d/8acb34015c593584015c594c3a84000d,SUCCESS,1282534.0
0065.18922,Arrêté préfectoral concernant REP VEOLIA (ISDI) daté du 03/03/2014,2014-03-03,P/2/8acb3401505bea1c01505bfdb0f80012,SUCCESS,8850246.0
0065.18922,Arrêté préfectoral concernant REP VEOLIA (ISDI) daté du 21/12/2007,2007-12-21,P/1/8acb3401503bf01c01503c46e84500a1,SUCCESS,828338.0
0065.18923,Arrêté préfectoral concernant CIV (ISDI) daté du 30/12/2014,2014-12-30,P/d/8acb3401503bf01c01503c7241b300cd,SUCCESS,11407482.0
0065.18924,Nouveau document,2018-06-22,P/4/8acb340164413a7a016441438faa0004,SUCCESS,411738.0
0065.18924,Arrêté préfectoral concernant COSSON (ISDI) daté du 09/02/2016,2016-02-09,P/6/8acb340153d0e38b0153d0e9e9320006,SUCCESS,1431775.0
0065.18924,Arrêté préfectoral concernant COSSON (ISDI) daté du 01/04/2014,2014-04-01,P/8/8acb3401503bf01c01503c41080b0098,SUCCESS,9703472.0
0065.18926,APENRG modification ISDI,2019-04-01,P/4/8acb34fd73c370e70173c375d95d0004,SUCCESS,4688324.0
0065.18926,Arrêté préfectoral concernant CEMEX (ISDI) daté du 21/05/2012,2012-05-21,P/5/8acb3401503bf01c01503c6d1fe600c5,SUCCESS,149221.0
0065.18934,Nouveau document,2021-03-23,P/7/8acb34fd788c996701788ca283bb0007,SUCCESS,1202498.0
0065.18934,Arrêté préfectoral concernant ECT (ISDI - 2) daté du 01/02/2008,2008-02-01,P/6/8acb3401503bf01c01503c14d69a0086,SUCCESS,41463.0
0065.18937,Nouveau document,2020-09-25,P/1/8acb34fd75312f890175316ab6e60021,SUCCESS,3203877.0
0065.18937,Nouveau document,2019-04-18,P/7/8acb34fd6a58b2b9016a58c434620007,SUCCESS,1027774.0
0065.18937,Nouveau document,2018-09-13,P/3/8acb358365f6c95f0165f70fdb0e0033,SUCCESS,291797.0
0065.18937,Arrêté préfectoral concernant ECT (ISDI) daté du 04/04/2014,2014-04-04,P/9/8acb3401505bea1c01505bf468880009,SUCCESS,16036993.0
0065.18937,Arrêté préfectoral concernant ECT (ISDI) daté du 28/01/2008,2008-01-28,P/d/8acb3401503bf01c01503c07911e007d,SUCCESS,45584.0
0065.18981,APC_LA BUTTE D'ORGEMONT_IC-19-006,2019-01-28,P/6/8acb34fd689dfa9801689e2252e70016,SUCCESS,2154794.0
0065.18981,Arrêté de prolongation d'activité jusqu'au 1er septembre 2016,2013-07-31,P/d/8acb340150b2bbf10150b2d13353002d,SUCCESS,257213.0
0065.18981,Arrêté préfectoral autorisant l'exploitation d'une ISDI,2011-04-27,P/c/8acb340150b2bbf10150b2c83c4c000c,SUCCESS,9275237.0
0065.19028,APC,2009-04-22,P/6/8acb3401545778ba015457e24cb30006,SUCCESS,356263.0
0065.19044,Arrêté complémentaire IC-20-109,2020-12-22,P/9/8acb34fd76b271040176b2b0f9320009,SUCCESS,338933.0
0065.19044,AP IC-19-083,2019-09-27,P/7/8acb34fd6d8b1fea016d8b2d90290007,SUCCESS,706528.0
0065.19044,Arrêté préfectoral concernant COSSON (ISDI) daté du 19/12/2014,2014-12-19,P/6/8acb340151a0bfa10151a0fc09010016,SUCCESS,6029943.0
0065.19088,Arrêté préfectoral concernant DOMINO'S PIZZA daté du 24/09/2015,2015-09-24,P/7/099126bf84534c7f8b8f0b08fe45d877,SUCCESS,5144184.0
0065.19088,Arrêté préfectoral concernant DOMINO'S PIZZA daté du 26/05/2015,2015-05-26,P/9/8acb34014de27340014de3370e8e0019,SUCCESS,164113.0
0065.19098,Arrêté préfectoral concernant SCSL (ISDI) daté du 30/08/2012,2012-08-30,P/f/8acb3401503bf01c01503c195244008f,SUCCESS,150734.0
0065.19105,Nouveau document,2018-03-20,P/9/8acb34016271d19b016271d8fbdb0009,SUCCESS,2558231.0
0065.19122,APC IC-19-01_PICHETA St Martin du Ter(tre,2019-01-18,P/7/8acb34fd6879eca001687a04f56e0007,SUCCESS,383613.0
0065.19122,Arrêté préfectoral concernant PICHETA (ISDI) - PARCELLE c 245 daté du 10/03/2016,2016-03-10,P/5/8acb340153a36f2f0153a3a7ef040005,SUCCESS,2393682.0
0065.19325,Arrêté préfectoral complémentaire 2021-52,2021-06-25,P/9/8acb34fd7a43431a017a4355dbca0009,SUCCESS,1552275.0
0065.19325,AP 2017-167,2017-08-01,P/4/8acb34015e5bb91f015e5bbada8a0004,SUCCESS,2256919.0
0065.19342,AP d'enregistrement avec modification,2015-12-18,P/c/8acb340153e559ea0153e566f0d6000c,SUCCESS,498594.0
0065.19425,Nouveau document,2017-09-07,P/9/8acb34015e762106015e762db4b00009,SUCCESS,310606.0
0065.19425,Arrêté préfectoral concernant TPE - Travaux Publics de l'Essonne daté du 19/02/2016,2016-02-19,P/d/5edd1d7f64f64571b08578b744b69a9d,SUCCESS,542609.0
0065.19442,Nouveau document,2017-01-05,P/7/8acb3401596dbb6301596dc8d6ce0007,SUCCESS,360351.0
0065.19460,AP 2017-69 du 20/03/2017,2017-03-20,P/4/8acb34015b23990c015b23c934030004,SUCCESS,210695.0
0065.19489,Nouveau document,2019-08-07,P/6/8acb34fd6c6b19b4016c6b2469e10006,SUCCESS,406524.0
0065.19525,Nouveau document,2020-11-23,P/f/8acb34fd76182e9101761837aa81001f,SUCCESS,1049951.0
0065.19550,Arrêté préfectoral concernant IMMOSTEF daté du 19/02/2016,2016-02-19,P/4/8acb340152f967910152f96aeec00004,SUCCESS,288357.0
0065.19567,Arrêté préfectoral concernant ICO POLYMERS FRANCE daté du 09/11/2015,2015-11-09,P/c/8acb340150fbbeec0150fc1e7bd2001c,SUCCESS,337939.0
0065.19771,Nouveau document,2020-02-26,P/8/8acb34fd708628f10170864d752d0008,SUCCESS,230427.0
0065.19772,Nouveau document,2020-02-26,P/4/8acb34fd708628f101708638ea8e0004,SUCCESS,219368.0
0065.19772,AP Liquidation partielle astreinte,2018-02-09,P/0/8acb340161e58ae00161e5a418ce0010,SUCCESS,168928.0
0065.19783,Nouveau document,2016-07-12,P/0/8acb34015621f92701562247d8510080,SUCCESS,659139.0
0065.19858,Nouveau document,2016-05-04,P/8/8acb3401551656f60155166a24830008,SUCCESS,258252.0
0065.19965,Nouveau document,2016-11-08,P/a/8acb34015843eeed01584444f93e000a,SUCCESS,302586.0
0065.20014,Nouveau document,2017-11-21,P/4/8acb3401626780ef01626794b6e70014,SUCCESS,2026142.0
0065.20077,77_BETON SOLUTIONS MOBILES_20170222_,2017-02-22,P/5/8acb34015f6d4be7015f6d5335b70005,SUCCESS,2031500.0
0065.20086,APC nouvelle installation,2019-10-07,P/8/8acb34fd6edb5c71016edb6e78b00008,SUCCESS,433199.0
0065.20086,Nouveau document,2017-12-21,P/4/8acb340160793c1201607989760a0014,SUCCESS,184938.0
0065.20091,Nouveau document,2017-06-21,P/8/8acb34015dc1a956015dc1b80db70008,SUCCESS,471030.0
0065.20091,Nouveau document,2017-06-21,P/c/8acb34015dc1a956015dc1b89e4d000c,SUCCESS,385495.0
0065.20140,Portant autorisation,2017-07-26,P/6/8acb3401610f246501610f7bb9cc0036,SUCCESS,16645818.0
0065.20174,Nouveau document,2016-10-28,P/8/8acb3401582f72160158301bd2fa0028,SUCCESS,256381.0
0065.20218,Nouveau document,2019-07-26,P/4/8acb34fd6c4d678d016c4da59f1d0014,SUCCESS,367201.0
0065.20226,Nouveau document,2017-02-15,P/9/8acb34015a5bbd72015a5c3dddf60009,SUCCESS,4940717.0
0065.20252,AP D URGENCE,2016-04-06,P/6/8acb340153f539620153f5420e090006,SUCCESS,258440.0
0065.20253,Nouveau document,2019-04-19,P/8/8acb34fd6aa0e063016aa0f77f240068,SUCCESS,303696.0
0065.20253,Nouveau document,2019-04-19,P/c/8acb34fd6ab53242016ab54f90e9000c,SUCCESS,270903.0
0065.20253,Nouveau document,2018-04-16,P/4/8acb340162cdd33f0162cdd51fee0004,SUCCESS,373738.0
0065.20350,Nouveau document,2016-12-19,P/b/8acb3401592be5c401592c2baf79000b,SUCCESS,608237.0
0065.20353,Nouveau document,2019-06-19,P/e/8acb34fd6badb9a4016badc95dfd000e,SUCCESS,372794.0
0065.20356,Nouveau document,2019-12-26,P/e/8acb34fd6f66c6b7016f66f47dac005e,SUCCESS,1066770.0
0065.20356,Nouveau document,2017-04-10,P/5/8acb34015b6c9bca015b6ca0c5340005,SUCCESS,2789968.0
0065.20440,Nouveau document,2017-10-20,P/4/8acb340160da22960160da54c97d0014,SUCCESS,2724201.0
0065.20506,AP ENREGISTREMENT,2016-12-02,P/b/8acb3401610d6bff01610d750128000b,SUCCESS,328372.0
0065.20509,Nouveau document,2017-02-10,P/c/8acb34015a8408f8015a8414aa98000c,SUCCESS,251650.0
0065.20515,Nouveau document,2017-12-11,P/d/8acb3401609c6d3401609c956427001d,SUCCESS,490525.0
0065.20529,Nouveau document,2020-10-09,P/d/8acb34fd75312f89017531686dd5001d,SUCCESS,622460.0
0065.20558,Nouveau document,2018-01-24,P/a/8acb34016128b7ef016128c2882c000a,SUCCESS,485979.0
0065.20595,Nouveau document,2020-04-24,P/a/8acb34fd71ef3b2e0171ef5d59e0002a,SUCCESS,475633.0
0065.20615,AP 2017-118,2017-05-19,P/4/8acb34015ce45f2f015ce47ffce40014,SUCCESS,378354.0
0065.20615,AP 2016-200,2016-12-08,P/2/8acb340159eeaac80159ef715dce0032,SUCCESS,192761.0
0065.20627,Nouveau document,2017-10-25,P/4/8acb34015fc46147015fc47843820004,SUCCESS,2660618.0
0065.20632,Nouveau document,2017-03-30,P/1/8acb34015b624225015b626f04000021,SUCCESS,580084.0
0065.20644,Nouveau document,2018-01-08,P/8/8acb3401610da72001610e12778b0008,SUCCESS,2625078.0
0065.20657,Arrêté complémentaire IC-19-072,2019-08-08,P/8/8acb34fd6d14f0c5016d1503dbfd0008,SUCCESS,2571512.0
0065.20657,AP Autorisation IC-18-075-PROFIT à Beauchamp,2018-11-02,P/a/8acb34fd66e93cbc0166e9894daa003a,SUCCESS,2375318.0
0065.20669,Nouveau document,2020-10-28,P/d/8acb34fd757995f5017579c17789001d,SUCCESS,234131.0
0065.20669,Nouveau document,2017-09-18,P/4/8acb34015ee7fbb1015ee8021b970004,SUCCESS,2654627.0
0065.20737,Nouveau document,2017-08-04,P/1/8acb34015dad6363015dadb1f14f0061,SUCCESS,2808003.0
0065.20744,AP complémentaire,2020-10-21,P/8/8acb34fd754a79e001754ad333ee0038,SUCCESS,1413935.0
0065.20758,Nouveau document,2017-10-02,P/4/8acb34015edcc314015edd81dfbe0004,SUCCESS,294256.0
0065.20758,Nouveau document,2017-05-04,P/1/8acb34015bfc563a015bfc84b4410021,SUCCESS,126475.0
0065.20783,Nouveau document,2017-08-07,P/6/8acb34015e13f98e015e1402d8a00006,SUCCESS,293729.0
0065.20828,Arrêté préfectoral d'enregistrement,2017-08-21,P/0/8acb34015e3330b0015e3387b8f20010,SUCCESS,3407399.0
0065.20864,Nouveau document,2013-01-29,P/e/8acb34fd776dcc0a01776de3a46c000e,SUCCESS,1345161.0
0065.20865,Nouveau document,2019-07-05,P/8/8acb34fd6bd6ebd7016bd71463db0008,SUCCESS,604455.0
0065.20865,Nouveau document,2018-05-03,P/4/8acb34016363fe55016364071cdc0004,SUCCESS,3356665.0
0065.20877,Arrêté préfectoral portant enregistrement,2017-07-20,P/4/8acb34015e3885bc015e389634c30004,SUCCESS,2217206.0
0065.20897,Nouveau document,2018-12-12,P/2/8acb34fd67e9dba80167ea0083760012,SUCCESS,512443.0
0065.20899,Nouveau document,2017-11-24,P/9/8acb3401603138dc0160314b8e0b0009,SUCCESS,763776.0
0065.20949,Nouveau document,2020-06-24,P/9/8acb34fd73134c7c017313a592e60049,SUCCESS,1236722.0
0065.20949,Nouveau document,2017-08-14,P/1/8acb34015e4d0e3a015e4d2a0d2d0011,SUCCESS,408480.0
0065.20954,Nouveau document,2017-12-18,P/8/8acb34016073694d01607382a4eb0008,SUCCESS,572276.0
0065.20954,Nouveau document,2017-12-18,P/c/8acb34016073694d01607383ccff000c,SUCCESS,321501.0
0065.20960,Nouveau document,2018-05-31,P/1/8acb340163d53bcc0163d599022a0031,SUCCESS,2607424.0
0065.20975,Nouveau document,2017-07-27,P/c/8acb34015da81cea015da8514afd001c,SUCCESS,3092329.0
0065.20980,Nouveau document,2017-10-12,P/d/8acb34015f347709015f34afb1c3000d,SUCCESS,276647.0
0065.20981,Nouveau document,2017-10-12,P/5/8acb34015f347709015f34addeab0005,SUCCESS,285626.0
0065.21003,Arrêté enregistrement,2020-12-17,P/8/8acb34fd7684226c0176847fa72f0008,SUCCESS,4734966.0
0065.21003,Nouveau document,2020-06-30,P/5/8acb34fd7304c9b0017304fe35910015,SUCCESS,242603.0
0065.21028,Nouveau document,2020-09-18,P/5/8acb34fd74bb1d990174bb46801f0015,SUCCESS,3603431.0
0065.21033,Portant enregistrement,2017-12-18,P/f/8acb3401610f246501610f620b42002f,SUCCESS,2211340.0
0065.21041,Nouveau document,2018-05-23,P/4/8acb340163abf7700163ac0495ba0024,SUCCESS,319789.0
0065.21052,Nouveau document,2018-10-12,P/8/8acb34fd6717baab016717c15d6a0008,SUCCESS,682932.0
0065.21108,Nouveau document,2016-08-05,P/c/8acb34015ea4b4ed015ea4c46b44000c,SUCCESS,290500.0
0065.21123,Nouveau document,2018-08-06,P/6/8acb3401651e348201651e36a2e90006,SUCCESS,315995.0
0065.21123,Nouveau document,2018-08-06,P/8/8acb3401651e1e3e01651e276e800008,SUCCESS,315993.0
0065.21134,APC,2021-05-20,P/8/8acb34fd79ae09fc0179ae0cf7d30008,SUCCESS,358951.0
0065.21134,Nouveau document,2018-11-08,P/b/8acb34fd66f33a610166f34990c1000b,SUCCESS,6392217.0
0065.21142,94-SEFI-INTRAFOR_CHP_APenregistrement,2018-03-30,P/4/8acb340162dda2b40162ddae58600004,SUCCESS,563249.0
0065.21142,94_SEFI-INTRAFOR_CHP_APprorogation,2018-01-30,P/8/8acb340162dda2b40162ddae589e0008,SUCCESS,120329.0
0065.21142,Portant consultation publique,2017-10-18,P/3/8acb3401610f246501610f5accff0023,SUCCESS,1430458.0
0065.21143,AP Enregistrement n°2018/1181 du 05/04/2018,2018-04-05,P/7/8acb340162b557810162b55d839f0007,SUCCESS,433512.0
0065.21143,AP portant prorogation du délai d'instruction,2018-01-10,P/3/8acb3401610f246501610f47263e0013,SUCCESS,982619.0
0065.21143,Consulmtation publique,2017-10-23,P/7/8acb3401610f246501610f4d8dd90017,SUCCESS,205341.0
0065.21147,Nouveau document,2018-07-13,P/7/8acb340164a854b40164a870a77a0047,SUCCESS,505830.0
0065.21615,Nouveau document,2019-01-23,P/e/8acb34fd68992f920168993fd18d000e,SUCCESS,1574944.0
0065.21630,Nouveau document,2020-03-31,P/5/8acb34fd7255371a01725539ed720005,SUCCESS,601276.0
0065.21637,AP,2018-04-17,P/b/8acb340163fec62d0163fecbbe0c0b0b,SUCCESS,110252.0
0065.21637,AP,2018-01-23,P/b/8acb340161b8d6830161b9289163002b,SUCCESS,193310.0
0065.21664,2018 DRIEE UD77 039 PLASSON AP Enr,2018-05-25,P/4/8acb340163cfb1f60163cfb9b8290004,SUCCESS,380240.0
0065.21674,AP d'enregistrement,2018-04-16,P/5/8acb340162ce37210162ce3fa8560005,SUCCESS,35823701.0
0065.21691,Nouveau document,2019-03-05,P/6/8acb34fd696cb21201696d3afb0b0026,SUCCESS,3213639.0
0065.21691,Nouveau document,2019-03-05,P/8/8acb34fd6958ff030169591165870008,SUCCESS,206723.0
0065.21700,Nouveau document,2019-02-19,P/8/8acb34fd69b4e4180169b52dd4720028,SUCCESS,1149941.0
0065.21766,Nouveau document,2020-12-16,P/b/8acb34fd766b135d01766b1cc29c000b,SUCCESS,4349016.0
0065.21766,AP enregistrement,2018-11-28,P/c/8acb34fd676378f1016763ffa0cd001c,SUCCESS,1051486.0
0065.21849,Nouveau document,2019-02-28,P/7/8acb34fd6947eec00169480fca170017,SUCCESS,3665125.0
0065.21861,AP d'enregistrement,2019-06-03,P/4/8acb34fd74fd4a8e0174fd549ebd0004,SUCCESS,1451317.0
0065.21911,Nouveau document,2019-06-05,P/8/8acb34fd6b79ee45016b7a4f70830008,SUCCESS,309287.0
0065.21911,Nouveau document,2018-12-17,P/c/8acb34fd67d14f230167d157ed20000c,SUCCESS,546006.0
0065.22030,Ap autorisation,2021-03-15,P/7/8acb34fd783b2c8301783b3bee840017,SUCCESS,2821962.0
0065.22031,AP autorisation environnementale,2019-11-13,P/6/8acb34fd6ea696ca016ea6ac48100006,SUCCESS,3051056.0
0065.22046,Nouveau document,2019-08-09,P/4/8acb34fd6c7667ce016c766a10150004,SUCCESS,603586.0
0065.22097,Nouveau document,2019-07-11,P/5/8acb34fd6c044338016c0448255f0005,SUCCESS,283816.0
0065.22582,Nouveau document,2021-01-26,P/e/8acb34fd77fc3acb0177fc4b18e8000e,SUCCESS,2849343.0
0065.22592,Nouveau document,2020-04-27,P/a/8acb34fd725b14dd01725b47c7bd000a,SUCCESS,1112566.0
0065.22824,Nouveau document,2021-03-01,P/5/8acb34fd77f8793b0177f88621630015,SUCCESS,2924813.0
0065.23021,AP enregistrement 2220,2020-10-13,P/3/8acb34fd75223a6e0175223cda320003,SUCCESS,385726.0
0065.23228,Nouveau document,2021-01-05,P/a/8acb34fd7701627301770195e9be000a,SUCCESS,1981145.0
0065.23228,Nouveau document,2021-01-05,P/c/8acb34fd7701627301770196669d000c,SUCCESS,1504125.0
0065.23228,Nouveau document,2020-07-30,P/a/8acb34fd73b8acae0173b905e095003a,SUCCESS,1827337.0
0065.23228,Nouveau document,2020-03-13,P/9/8acb34fd726035f1017260c572d90089,SUCCESS,906974.0
0065.23684,Nouveau document,2021-03-02,P/e/8acb34fd78120d45017812463b1d000e,SUCCESS,2626272.0
0065.23684,Nouveau document,2020-10-21,P/9/8acb34fd75734f1b0175737bae870089,SUCCESS,1619650.0
0065.23889,AP Enregistrement,2021-01-08,P/9/8acb34fd76f5cca90176f5d5abe30009,SUCCESS,430463.0
0074.02231,AP rectificatif,2004-07-13,P/1/ac21d6c201b64dd0a6bf3ff8ad5a32b1,SUCCESS,97047.0
0074.02231,AP complémentaire codificatif (Art. R. 512-31),2004-06-16,P/a/7cc98d72f8e0413aa5a7bf7ec3cad48a,SUCCESS,1293114.0
0074.02233,Arrêté préfectoral complémentaire,2014-07-29,P/f/8acb340148d6058d0148d60e68c9000f,SUCCESS,686314.0
0074.02233,Arrêté préfectoral complémentaire,2012-05-07,P/5/8acb34013782f7d50137835093750015,SUCCESS,1435471.0
0074.02233,AP complémentaire (art 18 déc. 77)  - Rejets : VLE & autosurveillance,2008-07-28,P/f/f01896f5b7a444498c4da517bc6bcc1f,SUCCESS,306958.0
0074.02239,Arrêté préfectoral concernant SECAN daté du 07/07/2014,2014-07-07,P/7/8acb340147445267014744b7f93c0017,SUCCESS,319743.0
0074.02239,Arrêté préfectoral concernant SECAN daté du 08/02/2012,2012-02-08,P/4/55d00879859c477a94fb5d0e602940d4,SUCCESS,2701434.0
0074.02239,AP complémentaire codificatif (art 18 déc. 77) - refonte de la réglementation,2007-10-18,P/7/ed74a85e818c49a1af53e49c14c51157,SUCCESS,228793.0
0074.02240,AP autorisation,2021-03-01,P/1/8acb34fd783b2c8301783b39d9ff0011,SUCCESS,2204944.0
0074.02240,Nouveau document,2020-08-10,P/8/8acb34fd73d745d40173d771c2aa0008,SUCCESS,534714.0
0074.02240,AP 2018-104,2018-06-18,P/5/8acb3401646ad50901646addc0360005,SUCCESS,563936.0
0074.02240,AP 2017-155,2017-07-11,P/4/8acb34015d3aa75d015d3aa96aa40004,SUCCESS,469493.0
0074.02240,AP N°2016-101,2016-07-22,P/1/8acb34015bc82aae015bc86a50fb0011,SUCCESS,282939.0
0074.02240,arrêté instaurant des garanties financières,2014-06-10,P/f/8acb340146aeaa090146aecaad83004f,SUCCESS,298630.0
0074.02240,Arrêté complémentaire,2007-07-11,P/3/e8b93298bb0a48a68fce1aa5fe48e473,SUCCESS,182739.0
0074.02241,Nouveau document,2017-08-08,P/8/8acb34015dc1552e015dc16050e00048,SUCCESS,319851.0
0074.02241,Arrêté préfectoral complémentaire,2015-01-23,P/f/8acb34014c6a8db2014c6adfd2d3000f,SUCCESS,1421275.0
0074.02241,Arrêté préfectoral complémentaire,2013-10-12,P/f/8acb340142bdfcbc0142be24f971008f,SUCCESS,281278.0
0074.02241,AP complémentaire (codif - IPPC) n°09.3488,2009-12-11,P/c/fc1e82f4d69f45938baabcca056fbfdc,SUCCESS,2529352.0
0074.02241,AP d'autorisation projet est parisien,2006-10-24,P/1/5a00b6ca6c8040b0ad3d58b9ad35b331,SUCCESS,3191121.0
0074.02252,AP complémentaire (art 18 déc. 77) - codificatif,2007-07-30,P/f/3267c1a249f24313b2c70932abf3d47f,SUCCESS,962213.0
0074.02253,Arrêté complémentaire,2017-02-03,P/a/8acb34015b24d3ad015b25283ac10aba,SUCCESS,683807.0
0074.02253,Rapport CODERST,2016-11-30,P/e/8acb34015b24d3ad015b25283b2e0abe,SUCCESS,246981.0
0074.02253,APC,2014-08-04,P/a/8acb340148e5baee0148e5c43cc5000a,SUCCESS,301442.0
0074.02253,AP Urgence,2014-08-04,P/e/8acb34014ba68e2d014ba6a3f3aa000e,SUCCESS,119350.0
0074.02253,APC,2013-07-02,P/4/8acb34013fe6c199013fe6ee4e9e0014,SUCCESS,278324.0
0074.02253,AP complémentaire (n°2009-10403)  -RSDE,2009-12-21,P/d/0847d1e4440a48779b169ce167e9221d,SUCCESS,2817130.0
0074.02253,APC IPPC,2007-11-14,P/4/8acb34fd789264f50178926ccb370004,SUCCESS,3297951.0
0074.02258,Arrêt complémentaire,2016-07-11,P/d/8acb3401567e65eb01567e730a16001d,SUCCESS,245112.0
0074.02258,APC,2015-04-07,P/1/8acb34014cb8010b014cb81af7fb0011,SUCCESS,109715.0
0074.02258,APC,2014-07-24,P/e/8acb34014b11ff11014b128f750a001e,SUCCESS,248419.0
0074.02258,APC,2014-06-30,P/8/8acb340147445e0c0147447d3e670018,SUCCESS,761641.0
0074.02258,APC modificatif,2014-06-30,P/c/8acb340147445e0c014744818e22001c,SUCCESS,711964.0
0074.02258,APC,2013-06-18,P/2/8acb34014e2f6d8f014e2fe2bbe70022,SUCCESS,341013.0
0074.02258,AP d'autorisation,2010-10-20,P/9/cdd264f73f4643bbb88098158a5c9b29,SUCCESS,9462660.0
0074.02258,AP complémentaire (Art. R. 512-31)-RSDE,2009-12-21,P/6/6a1bcace8feb49aea5d3b5f50e2bcdd6,SUCCESS,3052953.0
0074.02258,AP complémentaire n° 2009-3942  (capacité stockage biogaz),2009-10-14,P/2/f449dfe4a68341319c0306c261c7e4e2,SUCCESS,130560.0
0074.02258,AP complémentaire (art 18 déc. 77),2008-06-25,P/0/e8dfcb88ba534f7e9a30a7c753963640,SUCCESS,100710.0
0074.02261,AP Autorisation ,2014-04-22,P/4/8acb3401464311e40146431d90890004,SUCCESS,3957881.0
