s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
0074.02241,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),1814-11-23,1982-04-27,,En fonctionnement,1414,3,D,0.000,
0065.03858,47xx,,NC,,,,,En fonctionnement,47xx,,NC,,
0065.00079,2510,1,A,Carrières (exploitation de),2004-09-15,2016-02-09,2004-09-15,En fonctionnement,2510,1,A,300000.000,
0065.06143,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2014-12-04,2014-12-04,2014-12-04,En fonctionnement,2921,a,E,4600.000,kW
0065.23638,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2020-03-30,,,En fonctionnement,2921,b,D,1750.000,kW
0065.10526,1630,2,D,Soude ou potasse caustique,2015-08-11,2017-01-02,2015-08-11,En fonctionnement,1630,2,D,220.000,t
0065.23423,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2020-03-09,,,En fonctionnement,2515,1-a,E,241.500,kW
0065.00604,1412,2-b,D,Gaz inflammables liquéfiés (stockage),1998-08-21,,1998-08-21,En fonctionnement,211,B-1-b,D,30.000,m3
0065.14021,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2018-11-14,,2018-11-14,En fonctionnement,2517,2,E,12000.000,m2
0065.14021,4331,3,D,Liquides inflammables de catégorie 2 ou catégorie 3,2018-11-14,,2018-11-14,En fonctionnement,4331,3,D,60.600,t
0065.02502,2515,2-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2014-03-28,,2014-03-28,En fonctionnement,2515,2-b,D,76.000,kW
0065.00219,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2015-01-19,2015-01-19,2015-01-19,En fonctionnement,2515,1-a,A,1650.000,kW
0074.04287,47xx,,NC,,,2015-06-01,2018-02-22,En fonctionnement,47xx,,NC,,
0065.02827,2415,1,A,Mise en oeuvre de produits de préservation du bois et dérivés,1978-07-25,1978-07-25,1978-07-25,En fonctionnement,138,2-a,A,0.000,kg
0065.21630,2714,1,E,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2020-03-31,,2017-10-27,En fonctionnement,2714,1,E,1350.000,m3
0065.06103,2566,1-a,A,Supérieure à 2000 l,2016-04-05,,2016-04-05,En fonctionnement,2566,1-a,A,2714.000,l
0065.01438,47xx,,NC,,,2007-11-30,2007-11-30,En fonctionnement,47xx,,NC,,
0065.00247,2910,,NC,Installation de combustion,1998-07-10,1998-07-10,,En fonctionnement,2910,#,NC,0.950,
0065.01981,3610,c,A,panneaux,1981-07-10,1981-07-10,1981-07-10,En fonctionnement,81,A,unknown,0.000,
0074.03858,4130,2-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2017-06-13,,2017-06-13,En fonctionnement,4130,2-b,D,1.072,t
0577.00026,2170,2,D,Engrais et supports de culture (fabrication) à partir de matières organiques,2019-11-22,,2013-12-09,En fonctionnement,2170,2,D,3.850,t/j
0065.12315,4320,2,D,Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2,2017-10-23,2007-06-27,2017-10-23,En fonctionnement,4320,2,D,33.000,t
0065.00641,2713,,NC,"Transit, regroupement ou tri de métaux ou de déchets de métaux non dangereux",2018-09-17,2018-09-17,2018-09-17,En fonctionnement,2713,,NC,40.000,m2
0065.03106,2510,1,A,Carrières (exploitation de),2018-07-25,2014-11-13,,En fonctionnement,2510,1,A,250000.000,
0065.18916,4330,2,D,Liquides inflammables de catégorie 1,2016-12-15,2016-12-15,2016-12-15,En fonctionnement,4330,2,D,9.000,t
0065.06103,47xx,,NC,,,,2016-04-05,En fonctionnement,47xx,,NC,,
0065.06067,2910,,NC,Installation de combustion,2018-02-01,2010-06-18,2018-02-01,En fonctionnement,2910,#,NC,0.600,MW
0065.06067,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2018-02-01,2010-06-18,2018-02-01,En fonctionnement,2517,2,D,6243.000,m2
0065.01151,2910,A-2,D,Combustion,2018-08-24,2008-08-06,2018-08-24,En fonctionnement,2910,A-2,D,6.000,MW
0074.02239,2910,A-2,D,Combustion,2014-07-07,,,En fonctionnement,2910,A-2,D,3.300,MW
0074.03858,1111,1-c,D,Très toxiques (emploi ou stockage),2017-06-13,,2017-06-13,En fonctionnement,1111,1-c,D,257.000,kg
0074.03858,1185,2-a,D,Quantité susceptible d'être présente,2017-06-13,,2017-06-13,En fonctionnement,1185,2-a,D,369.000,kg
0074.04801,1435,,NC,Stations service,2020-11-20,,2020-11-20,En fonctionnement,1435,,NC,24.000,m3
0065.15308,1432,2,NC,Liquides inflammables (stockage),2014-06-03,,2014-06-03,En fonctionnement,1432,2,NC,1.700,m3
0065.04281,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,2014-02-18,,2014-02-18,En fonctionnement,1434,1-b,D,4.000,m3/h
0065.14331,1435,2,D,Stations-service,2010-10-19,2011-01-06,2010-10-19,En fonctionnement,1435,3,D,120.000,m3
0065.06277,3110,,A,Combustion,2017-01-31,,,En fonctionnement,3110,,A,58.970,MW
0065.06277,3260,,A,Traitement de surface,2017-01-31,,,En fonctionnement,3260,,A,81.000,m3
0065.06277,2552,2,D,Fonderie (fabrication de produits moulés) métaux et alliages non ferreux,2017-01-31,,,En fonctionnement,2552,2,D,770.000,kg/j
0065.06277,2567,2-b,D,Supérieure à 20 kg/jour mais inférieure ou égale à 200 kg/jour,2017-01-31,,,En fonctionnement,2567,2-b,D,25.000,kg/j
0065.06277,2950,1-b,D,Traitement et développement des surfaces photosensibles,2017-01-31,,,En fonctionnement,2950,1-b,D,10500.000,m2
0065.06277,2561,,D,"Trempé recuit, revenu des métaux et alliages",2017-01-31,,,En fonctionnement,2561,,D,0.000,
0065.06277,4130,2-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2017-01-31,,,En fonctionnement,4130,2-b,D,1.510,t
0065.06277,47xx,,NC,,,,,En fonctionnement,47xx,,NC,,
0065.15526,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2013-08-27,2013-08-27,2013-08-27,En fonctionnement,2925,#,D,32.000,kW
0065.15526,3110,,A,Combustion,2013-08-27,2013-08-27,2013-08-27,En fonctionnement,3110,,A,77.200,MW
0065.15526,1432,,NC,Liquides inflammables (stockage),2013-08-27,2013-08-27,2013-08-27,En fonctionnement,1432,#,NC,2.000,m3
0074.04801,47xx,,NC,,,,2020-11-20,En fonctionnement,47xx,,NC,,
0074.02239,2564,1-c,D,"Supérieur à 200 l, mais inférieur ou égal à 1500 l",2014-07-07,2004-12-06,2007-05-14,En fonctionnement,2564,2,D,0.000,L
0074.02239,2564,1-c,D,"Supérieur à 200 l, mais inférieur ou égal à 1500 l",2014-07-07,2004-12-06,,En fonctionnement,2564,2,D,0.000,L
0074.02239,2565,2-a,E,Traitement de surface,2014-07-07,1993-03-03,,En fonctionnement,2565,2-a,A,11218.000,L
0065.06179,1331,#,NC,"ENGRAIS SIMPLES SOLIDES...BASE NITRATES ,ENGRAIS COMPOSES(STOCKAGE)",2014-02-27,2007-07-06,2014-02-27,En fonctionnement,1331,#,NC,750.000,t
0074.05506,2910,A-2,D,Combustion,2007-11-28,2007-11-28,,En fonctionnement,2910,A-2,D,0.000,MW
0065.05906,2565,2-a,E,Traitement de surface,2008-07-18,1982-09-30,,En fonctionnement,2565,2-a,A,6049.000,L
0065.16799,1435,,NC,Stations service,2014-07-08,,2014-07-08,En fonctionnement,1435,#,NC,5.000,
0074.05799,1435,,NC,Stations service,1990-04-26,1990-04-26,1990-04-26,En fonctionnement,1435,#,NC,0.000,m3/h
0074.03935,1435,2,D,Stations-service,2017-09-22,,,En fonctionnement,1435,2.,D,1175.000,m3
0065.12663,1435,2,D,Stations-service,2013-12-24,2009-04-15,2009-04-15,En fonctionnement,1435,3,D,200.000,M3/AN
0065.12663,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2515,1,A,1505.000,kW
0065.15308,1435,,NC,Stations service,2014-06-03,,2014-06-03,En fonctionnement,1435,,NC,20.000,m3
0065.02969,47xx,,NC,,,2010-01-06,2016-11-15,En fonctionnement,47xx,,NC,,
0065.12161,3110,,A,Combustion,2018-10-12,2011-01-25,2017-05-15,En fonctionnement,2910,A-1,A,59.800,MW
0065.06103,2565,4,D,Traitement de surface par vibro-abrasion,2016-04-05,,2016-04-05,En fonctionnement,2565,4,D,230.000,L
0065.15216,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2016-03-09,2011-09-16,2016-03-09,En fonctionnement,2515,2,D,70.000,kW
0065.06277,2565,4,D,Traitement de surface par vibro-abrasion,2017-01-31,,,En fonctionnement,2565,4,D,4000.000,L
0074.04178,2140,Nota,NC,Animaux d'espèces non domestiques (présentation au public) sauf exclusions,1814-11-23,1814-11-23,,En fonctionnement,2140,Nota,NC,0.000,L
0065.00219,2510,1,A,Carrières (exploitation de),2015-01-19,2015-01-19,2015-01-19,En fonctionnement,2510,1,A,300000.000,
0065.11380,2510,1,A,Carrières (exploitation de),2015-03-16,2015-04-15,2015-03-16,En fonctionnement,2510,1,A,350000.000,
0074.04706,1435,,NC,Stations service,1814-11-23,1814-11-23,,En fonctionnement,1435,#,NC,11.000,m3/h
0065.01186,2575,,D,Emploi de matières abrasives,1814-11-23,1993-12-07,,En fonctionnement,2575,#,D,0.000,kW
0065.03565,2575,,D,Emploi de matières abrasives,1814-11-23,2011-03-07,2011-03-07,En fonctionnement,2575,#,D,31.750,kW
0065.12663,2716,1,E,déchets non dangereux non inertes (transit),2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2716,1,A,14070.000,m3
0065.06539,2565,2-a,E,Traitement de surface,2009-10-14,1988-03-31,2009-10-14,En fonctionnement,2565,2-a,E,23410.000,l
0065.09790,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2003-05-12,,2003-05-12,En fonctionnement,2925,#,D,57.000,kW
0065.08769,2630,b,D,Supérieure ou égale à 1 t/j mais inférieure ou égale à 50 t/j,2020-08-12,,2020-08-12,En fonctionnement,2630,b,D,3.600,t/j
0065.08769,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2020-08-12,2014-02-25,2020-08-12,En fonctionnement,2925,#,D,360.000,kW
0065.01151,2260,1-b,D,Supérieure à 100 kW mais inférieure ou égale à 500 kW,2018-08-24,1993-02-17,2018-08-24,En fonctionnement,2260,2-b,D,270.000,kW
0577.00219,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2011-09-27,,2011-09-27,En fonctionnement,2111,1,A,117400.000,
0065.02612,2771,,A,Traitement thermique de déchets non dangereux,2016-11-03,2002-12-10,,En fonctionnement,2771,#,A,155000.000,t
0065.03465,3230,b,A,opérations de forgeage,1814-11-23,1981-05-08,,En fonctionnement,2560,1,A,22355.000,kW
0065.03465,3230,b,A,opérations de forgeage,2015-11-04,,2015-11-04,En fonctionnement,2560,1,A,22355.000,kW
0065.03465,2545,,A,"Fabrication d'acier, fer, fonte, ferro-alliage",2015-11-04,1971-01-01,2015-11-04,En fonctionnement,2545,#,A,100.000,kW
0065.09890,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),1814-11-23,2011-10-27,2011-10-27,En fonctionnement,2718,1,A,35.000,t
0074.08076,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),1814-11-23,1999-12-22,,En fonctionnement,2718,1,A,14.000,t
0065.04564,2790,,A,Traitement de déchets dangereux,2018-02-05,2011-05-30,2011-05-30,En fonctionnement,2790,1,A,8500.000,t
0065.21041,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2018-05-23,,2018-05-23,En fonctionnement,2925,#,D,50.000,kW
0065.12315,2910,A-2,D,Combustion,2017-10-23,2007-06-27,2017-10-23,En fonctionnement,2910,A-2,D,2.400,MW
0065.06277,2560,1,E,Supérieure à 1 000 kW,2017-01-31,,,En fonctionnement,2560,B-1,E,20100.000,kW
0074.02779,2910,A-2,D,Combustion,1814-11-23,1814-11-23,,En fonctionnement,2910,A-2,D,4.467,MW
0065.05861,2713,1,E,Métaux et déchets de métaux (transit),2008-06-10,2008-06-10,,En fonctionnement,2713,1,A,0.000,m2
0065.09283,2713,1,E,Métaux et déchets de métaux (transit),1814-11-23,2011-03-22,,En fonctionnement,2713,1,A,1100.000,m2
0065.11836,2713,1,E,Métaux et déchets de métaux (transit),1814-11-23,2007-12-03,,En fonctionnement,2713,1,A,4152.000,m2
0074.08076,2713,2,D,Métaux et déchets de métaux (transit),1814-11-23,1999-12-22,1999-12-22,En fonctionnement,2713,2,D,333.000,m2
0065.02005,2710,2-b,D,collecte de déchets non dangereux-DC,2016-11-08,2013-05-28,2016-11-08,En fonctionnement,2710,2-c,D,299.000,m3
0065.02969,2710,2-b,D,collecte de déchets non dangereux-DC,2016-11-15,2010-07-21,2016-11-15,En fonctionnement,2710,2-c,D,299.000,m3
0065.20509,2710,2-a,E,collecte de déchets non dangereux-E,2017-02-10,,,En fonctionnement,2710,2-b,E,304.000,m3
0065.20783,2710,2-a,E,collecte de déchets non dangereux-E,2017-08-07,,2017-08-07,En fonctionnement,2710,2-b,E,497.000,m3
0065.18444,2710,2-a,E,collecte de déchets non dangereux-E,2015-03-18,,,En fonctionnement,2710,2-b,E,550.000,m3
0065.00288,2712,1,E,"Stockage, dépollution, démontage,… de VHU",1814-11-23,2009-10-07,1977-02-18,En fonctionnement,286,#,A,0.000,m2
0065.05749,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2017-05-03,2017-05-03,2017-05-03,En fonctionnement,2712,1-b,E,25000.000,m2
0065.12663,2791,1,A,Déchets non dangereux (traitement),2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2791,1,A,2946.000,t/j
0074.04202,2910,A-2,D,Combustion,1995-07-06,1995-07-06,,En fonctionnement,2910,A-2,D,0.000,MW
0065.09890,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,1814-11-23,2011-10-27,2011-10-27,En fonctionnement,2925,#,D,3.000,kW
0065.06894,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2000-08-25,2000-08-25,,En fonctionnement,2925,#,D,90.000,kW
0065.00247,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,1998-07-10,1998-07-10,,En fonctionnement,2925,#,D,30.000,kW
0074.04093,1185,2-a,D,Quantité susceptible d'être présente,2007-09-26,1991-05-24,2007-09-26,En fonctionnement,1185,2-a,D,330.000,kg
0065.11771,1185,2,NC,,2013-03-29,,,En fonctionnement,1185,2,NC,96.000,
0065.02210,2566,1-a,A,Supérieure à 2000 l,2015-12-22,2015-12-22,1998-10-22,En fonctionnement,2566,#,A,9660.000,
0065.05248,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2020-10-07,2016-04-29,2016-04-29,En fonctionnement,2925,#,D,245.000,kW
0065.06067,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2018-02-01,2010-06-18,2018-02-01,En fonctionnement,2915,2,D,3000.000,L
0065.05380,2565,2-a,E,Traitement de surface,1982-09-21,1982-09-21,,En fonctionnement,2565,2-a,A,17840.000,L
0065.04564,2930,1,NC,Ateliers de réparation et entretien de véhicules à moteur,2018-02-05,2011-05-30,,En fonctionnement,2930,1,NC,1000.000,m2
0065.01980,2930,1,NC,Ateliers de réparation et entretien de véhicules à moteur,2016-12-01,1995-02-08,2016-12-01,En fonctionnement,2930,1,NC,400.000,m2
0065.01980,2930,2,NC,Ateliers de réparation et entretien de véhicules à moteur,2016-12-01,1995-02-08,2016-12-01,En fonctionnement,2930,2,NC,2.000,kg/j
0065.03465,2545,,A,"Fabrication d'acier, fer, fonte, ferro-alliage",1814-11-23,1981-05-08,,En fonctionnement,2545,#,A,550000.000,t
0065.12429,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2020-10-28,2020-10-28,,En fonctionnement,1630,,NC,1.000,t
0065.03565,2565,1,NC,Traitement de surface,1814-11-23,2011-03-07,2011-03-07,En fonctionnement,2565,1,A,0.000,
0065.03565,2565,2-a,E,Traitement de surface,1814-11-23,2011-03-07,2011-03-07,En fonctionnement,2565,2-a,A,6975.000,L
0074.04202,1220,3,D,Oxygène (emploi et stockage),1995-07-06,1814-11-23,,En fonctionnement,1220,3,D,0.000,t
0065.15506,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2014-03-07,1814-11-23,,En fonctionnement,2925,#,D,70.000,kW
0065.15506,1432,,NC,Liquides inflammables (stockage),2014-03-07,1814-11-23,,En fonctionnement,1432,#,NC,5.000,m3
0074.04454,2716,1,E,déchets non dangereux non inertes (transit),1814-11-23,1995-01-23,1994-05-09,En fonctionnement,2716,1,A,4590.000,m3
0065.03125,2940,2-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",1814-11-23,1991-03-22,,En fonctionnement,406,1-a,unknown,0.000,
0074.03897,2716,1,E,déchets non dangereux non inertes (transit),1814-11-23,1814-11-23,,En fonctionnement,322,A,A,0.000,
0065.06552,1212,3-a,A,PEROXYDES ORGANIQUES (EMPLOI ET STOCKAGE),2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1212,3-a,A,0.210,t
0065.06552,1111,1-b,A,Très toxiques (emploi ou stockage),2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1111,1-b,A,1.500,t
0065.06552,1611,1,A,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1611,1,A,250.000,t
0065.06552,1111,3-b,A,Très toxiques (emploi ou stockage),2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1111,3-b,A,0.800,t
0065.06552,1111,2-b,A,Très toxiques (emploi ou stockage),2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1111,2-b,A,0.600,t
0065.06552,1173,3,D,DANGEREUX POUR L'ENVIRONNEMENT - B - TOXIQUES (EMPLOI et STOCKAGE),2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1173,3,D,100.000,t
0065.06552,1523,C-1-b,D,"Soufre (fabrication,fusion,emploi et stockage)",2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1523,C-1-b,D,1.700,t
0065.06552,1810,3,D,"Réagissant violemment au contact de l'eau(fabrication, emploi ou stockage)",2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1810,3,D,4.800,t
0065.06552,1820,3,D,"Dégageant gaz toxiques au contact de l'eau(fabrication, emploi ou stockage)",2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1820,3,D,36.500,t
0065.06552,1130,2,A,Toxiques (fabrication),2012-10-11,1814-11-23,2012-10-11,En fonctionnement,1130,2,A,0.550,t
0065.00641,2716,,NC,"Transit, regroupement ou tri de déchets non dangereux non inertes",2018-09-17,2018-09-17,2018-09-17,En fonctionnement,2716,,NC,60.000,m3
0065.21630,2716,2,D,déchets non dangereux non inertes (transit),2020-03-31,,2017-10-27,En fonctionnement,2716,2,D,600.000,m3
0065.06050,1510,1,A,Entrepôts couverts,1990-07-24,1990-07-24,,En fonctionnement,183,1,A,0.000,m3
0074.03935,2716,2,D,déchets non dangereux non inertes (transit),2017-09-22,,,En fonctionnement,2716,2,D,750.000,m3
0065.17007,2663,2-a,E,Stockage de pneumatiques,2019-01-31,2015-05-01,2019-01-31,En fonctionnement,2663,2-b,E,66000.000,m3
0065.20506,2663,2-a,E,Stockage de pneumatiques,2016-12-02,2016-12-02,,En fonctionnement,2663,2-b,E,35702.000,m3
0065.06708,2663,2-a,E,Stockage de pneumatiques,2020-11-06,2019-02-04,2019-02-04,En fonctionnement,2663,2-b,E,32900.000,m3
0065.12429,2663,2-a,E,Stockage de pneumatiques,2020-10-28,2007-11-20,2018-04-24,En fonctionnement,2663,2-b,E,69490.000,m3
0065.18916,2663,2-a,E,Stockage de pneumatiques,2016-12-15,2016-12-15,2016-12-15,En fonctionnement,2663,2-a,A,120000.000,m3
0065.06073,2663,1-a,E,Stockage de pneumatiques alvéolaires ou expansés,2018-03-15,,2018-03-15,En fonctionnement,2663,1-b,E,44999.000,m3
0065.06708,2663,1-a,E,Stockage de pneumatiques alvéolaires ou expansés,2020-11-06,2016-10-04,2019-02-04,En fonctionnement,2663,1-b,E,3000.000,m3
0065.12429,2663,1-a,E,Stockage de pneumatiques alvéolaires ou expansés,2020-10-28,2007-11-20,2018-04-24,En fonctionnement,2663,1-a,A,69490.000,m3
0065.21911,2663,2-b,D,Stockage de pneumatiques,2018-08-14,,2018-08-14,En fonctionnement,2663,2-c,D,3000.000,m3
0065.15506,2663,,NC,Stockage de pneumatiques,2014-03-07,1814-11-23,,En fonctionnement,2663,#,NC,350.000,m3
0074.02708,1510,2-b,E,Entrepot enregistré,1814-11-23,2010-08-16,,En fonctionnement,1510,2,E,60000.000,m3
0065.02079,1510,2-b,E,Entrepot enregistré,2016-04-07,2016-04-07,2016-04-07,En fonctionnement,1510,2,E,64000.000,m3
0065.06073,1510,2-b,E,Entrepot enregistré,2018-03-15,,2018-03-15,En fonctionnement,1510,2,E,142792.000,m3
0065.06708,1510,2-b,E,Entrepot enregistré,2020-11-06,2016-03-22,2019-02-04,En fonctionnement,1510,2,E,228000.000,m3
0065.21674,1510,2-b,E,Entrepot enregistré,2018-04-16,2018-04-16,,En fonctionnement,1510,2,E,100666.000,m3
0065.08769,1510,2-b,E,Entrepot enregistré,2020-08-12,2014-02-25,2020-08-12,En fonctionnement,1510,2,E,152088.000,m3
0065.17007,1510,2-a,A,Entrepot autorisé,2019-01-31,2015-05-01,2019-01-31,En fonctionnement,1510,1,A,476039.000,m3
0065.18916,1510,2-a,A,Entrepot autorisé,2016-12-15,2016-12-15,2016-12-15,En fonctionnement,1510,1,A,822000.000,m3
0065.12429,1510,2-a,A,Entrepot autorisé,2020-10-28,2007-11-20,2018-04-24,En fonctionnement,1510,1,A,521712.000,m3
0065.06073,2662,1,E,Stockage de polymères enregistré,2018-03-15,,2018-03-15,En fonctionnement,2662,2,E,39999.000,m3
0065.06795,2662,2,D,Stockage de polymères D,1814-11-23,2000-07-26,,En fonctionnement,2662,b,D,650.000,m3
0065.18916,2662,1,E,Stockage de polymères enregistré,2016-12-15,2016-12-15,2016-12-15,En fonctionnement,2662,1,A,120000.000,m3
0065.12315,2662,1,E,Stockage de polymères enregistré,2017-10-23,2007-06-27,2017-10-23,En fonctionnement,2662,1,A,94568.000,m3
0065.09890,2662,,NC,Stockage de polymères,1814-11-23,2011-10-27,2011-10-27,En fonctionnement,2662,#,NC,50.000,m3
0065.17007,1530,1,E,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2019-01-31,2015-05-01,2019-01-31,En fonctionnement,1530,1,A,65000.000,m3
0065.18916,1530,1,E,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2016-12-15,2016-12-15,2016-12-15,En fonctionnement,1530,1,A,120000.000,m3
0065.12315,1530,1,E,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2017-10-23,2007-06-27,2017-10-23,En fonctionnement,1530,1,A,94568.000,m3
0065.12641,1530,1,E,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2012-01-24,2008-06-17,2012-01-24,En fonctionnement,1530,1,A,66293.000,m3
0065.02969,2160,2-a,A,Silos autres que plats autorisés,2016-11-15,2010-01-06,2016-11-15,En fonctionnement,2160,2-a,A,66640.000,m3
0074.04801,1532,2-a,E,Stockage de bois enregistré,2020-11-20,1814-11-23,2020-11-20,En fonctionnement,1532,2,E,44600.000,m3
0065.06073,1532,2-a,E,Stockage de bois enregistré,2018-03-15,,2018-03-15,En fonctionnement,1532,2,E,50000.000,m3
0065.11347,1532,2-b,D,Stockage bois déclaré,2011-04-08,2005-02-28,2011-04-08,En fonctionnement,1532,3,D,5300.000,m3
0065.05700,2260,1,A,"BROYAGE, CONCASSAGE, CRIBLAGE, ETC DES SUBSTANCES VEGETALES",2009-04-21,1988-01-27,,En fonctionnement,2260,1,A,705.000,kW
0065.09890,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),1814-11-23,2004-09-30,2004-09-30,En fonctionnement,167,a,A,1356.000,t/an
0065.17277,1530,1,E,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2015-02-04,,2016-06-22,En fonctionnement,1530,1,A,350000.000,m3
0065.12663,2710,2-a,E,collecte de déchets non dangereux-E,2013-12-24,2013-12-24,,En fonctionnement,2710,2-a,A,2000.000,m3
0065.12663,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2517,1,A,40000.000,m3
0065.12663,2521,1,E,Centrale d'enrobage à chaud,2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2521,1,A,350.000,T/H
0065.12663,2710,1-a,A,collecte de déchets dangereux-A,2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2710,1,A,4000.000,m2
0065.12663,2714,2,D,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2714,2,D,200.000,m3
0065.03125,2940,2-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",1814-11-23,1991-03-22,,En fonctionnement,405,A-1,unknown,0.000,
0065.12663,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2915,2,D,3000.000,L
0065.12663,2516,,NC,Station de transit de produits minéraux pulvérulents,2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2516,#,NC,340.000,m3
0065.12663,2910,,NC,Installation de combustion,2013-12-24,2009-04-15,2009-04-15,En fonctionnement,2910,#,NC,1.920,MW
0065.13254,3520,a,A,pour les déchets non dangereux,2014-01-24,,2014-01-24,En fonctionnement,3520,a,A,9.000,T/H
0074.04128,2518,a,E,Installation de production de béton prêt à l'emploi,2012-01-04,2011-07-15,2012-01-04,En fonctionnement,2518,a,E,4.000,m3
0065.17277,2663,2-a,E,Stockage de pneumatiques,2015-02-04,,2016-06-22,En fonctionnement,2663,2-a,A,350000.000,m3
0065.17277,1432,2-b,D,Liquides inflammables (stockage),2015-02-04,,2016-06-22,En fonctionnement,1432,2-b,D,97.000,m3
0065.16580,2710,2-a,E,collecte de déchets non dangereux-E,2013-05-14,2013-05-14,,En fonctionnement,2710,2-b,E,360.000,m3
0074.03783,1111,1-c,D,Très toxiques (emploi ou stockage),1814-11-23,1994-08-11,,En fonctionnement,1111,1-c,D,0.000,t
0065.06179,2160,2,NC,Silos autres que plats,2014-02-27,2014-02-27,2014-02-27,En fonctionnement,2160,2,NC,3410.000,
0065.06179,1111,#,NC,Très toxiques (emploi ou stockage),2014-02-27,2014-02-27,2014-02-27,En fonctionnement,1111,#,NC,9.990,
0065.03565,1138,4-b,D,Chlore (emploi ou stockage),1814-11-23,2011-03-07,2011-03-07,En fonctionnement,1138,4-b,D,20.000,kg
0065.06179,1131,#,NC,Toxiques (emploi ou stockage),2014-02-27,2014-02-27,2014-02-27,En fonctionnement,1131,#,NC,199.990,
0065.06179,1132,B,NC,Toxiques à effet grave pour la santé en cas d'exposition prolongé,2014-02-27,2014-02-27,2014-02-27,En fonctionnement,1132,B,NC,4.990,
0065.06179,1200,,NC,"Comburants (fabrication, emploi, stockage)",2014-02-27,2014-02-27,2014-02-27,En fonctionnement,1200,,NC,1.990,
