,Unnamed: 0,s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
135523,576172,0068.08596,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2015-01-14,2015-01-14,2015-01-14,En fonctionnement,2515,1-b,E,380.000,kW
135526,576181,0062.02606,2410,2,D,"Supérieure à 50 kW, mais inférieure ou égale à 250 kW",1967-10-11,,1967-10-11,En fonctionnement,81,#,unknown,1.000,
135538,576206,0066.05988,2791,1,A,Déchets non dangereux (traitement),2017-11-22,2013-12-09,2014-02-14,En fonctionnement,2791,1,A,275.000,t/j
135543,576223,0057.01946,2770,,A,Traitement thermique de déchets dangereux,2016-05-24,2011-10-07,2016-05-24,En fonctionnement,2770,1,A,9000.000,
135545,576227,0062.00888,3230,b,A,opérations de forgeage,1814-11-23,1983-12-07,,En fonctionnement,2560,1,A,1000.000,kW
135553,576250,0062.01922,2760,2-b,A,Autres installations que celles mentionnées au a,2012-07-17,,,En fonctionnement,2760,2,A,0.000,
135554,576251,0062.00194,2714,,NC,"Transit, regroupement ou tri de déchets non dangereux de papiers/cartons, plastiques, caoutchouc, textiles, bois",2000-10-16,2000-10-16,,En fonctionnement,98,#,NC,30.000,m3
135563,576268,0037.01146,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2017-02-23,2017-02-23,,En fonctionnement,2712,1,E,100.000,m2
135565,576277,0057.01946,2790,,A,Traitement de déchets dangereux,2016-05-24,2011-10-07,2016-05-24,En fonctionnement,2790,1a,unknown,9000.000,
135567,576280,0030.13924,2760,3,E,Installation de stockage de déchets inertes,2019-08-27,,,En fonctionnement,2760,3,E,1.000,
135568,576281,0030.13023,2781,1-c,D,Installations de méthanisation de déchets non dangereux,2017-10-30,,2017-10-30,En fonctionnement,2781,1-c,D,29.900,t/j
135588,576329,0062.02598,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2017-01-02,,2017-01-02,En fonctionnement,2921,b,D,1850.000,kW
135603,576388,0066.00370,2170,#,NC,"Fabrication des engrais, amendement et support de culture",2015-04-15,,2016-07-22,En fonctionnement,2170,#,NC,0.990,
135618,576432,0068.02295,4150,,NC,Toxicité spécifique pour certains organes cibles,2016-09-12,2016-09-12,2016-09-12,En fonctionnement,4150,,NC,0.840,t
135619,576433,0068.02295,4320,,NC,Aérosols extrêmement inflammables ou inflammables,2016-09-12,2016-09-12,2016-09-12,En fonctionnement,4320,,NC,0.024,t
135620,576434,0068.02295,4321,,NC,Aérosols extrêmement inflammables ou inflammables,2016-09-12,2016-09-12,2016-09-12,En fonctionnement,4321,,NC,0.014,t
135621,576435,0068.02295,4331,,NC,Liquides inflammables de catégorie 2 ou catégorie 3,2016-09-12,2016-09-12,2016-09-12,En fonctionnement,4331,,NC,24.380,t
135622,576436,0068.02295,4510,,NC,Dangereux pour l’environnement aquatique 1,2016-09-12,2016-09-12,2016-09-12,En fonctionnement,4510,,NC,5.070,t
135623,576437,0068.02295,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-09-12,2016-09-12,2016-09-12,En fonctionnement,4511,,NC,3.190,t
135625,576440,0068.02295,4620,,NC,"Substances et mélanges qui, au contact de l’eau, dégagent des gaz inflammables, catégorie 1.",2016-09-12,2016-09-12,2016-09-12,En fonctionnement,4620,,NC,0.080,t
135626,576442,0068.02295,47xx,,NC,,,2016-09-12,2016-09-12,En fonctionnement,47xx,,NC,,
135627,576443,0062.04163,2510,1,A,Carrières (exploitation de),2013-12-20,2013-12-20,2013-12-20,En fonctionnement,2510,1,A,400000.000,
135640,576476,0066.00893,47xx,,NC,,,,2015-07-22,En fonctionnement,47xx,,NC,,
135645,576489,0062.00194,2910,,NC,Installation de combustion,2000-10-16,2000-10-16,,En fonctionnement,2910,#,NC,1.800,MW
135648,576494,0068.02105,1435,,NC,Stations service,2016-11-04,2016-11-04,2016-11-04,En fonctionnement,1435,,NC,99.000,m3
135651,576511,0067.02151,2220,2-a,E,Supérieure à 10 t/j ,2007-01-03,2007-01-03,2007-01-03,En fonctionnement,2220,#-2-a,E,250.000,t/j
135658,576536,0062.01328,1185,2,NC,,2017-07-11,,,En fonctionnement,4802,2,NC,255.500,kg
135670,576570,0067.04528,2260,1-b,D,Supérieure à 100 kW mais inférieure ou égale à 500 kW,2014-10-22,2014-10-22,,En fonctionnement,2260,#-b,D,499.000,kW
135682,576690,0062.07692,2565,2-a,E,Traitement de surface,1814-11-23,1814-11-23,,En fonctionnement,2565,2-a,A,193000.000,L
135684,576696,0057.03403,2575,,D,Emploi de matières abrasives,1814-11-23,1814-11-23,,En fonctionnement,2575,#,D,0.000,kW
135696,576736,0057.04376,2980,1,A,Eoliennes de + de 50 m,2016-03-22,,,En fonctionnement,2980,1,A,16.500,MW
135699,576746,0067.02151,2220,2-a,E,Supérieure à 10 t/j ,2007-01-03,2007-01-03,2007-01-03,En fonctionnement,2253,1,A,432000.000,L/j
135701,576760,0062.00888,2552,1,A,Fonderie (fabrication de produits moulés) métaux et alliages non ferreux,1814-11-23,1814-11-23,,En fonctionnement,2552,1,A,2.000,t/j
135717,576833,0062.07692,1131,2-b,A,Toxiques (emploi ou stockage),1814-11-23,1814-11-23,,En fonctionnement,1131,2-b,A,44.800,t
135721,576867,0510.00231,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2006-01-17,,,En fonctionnement,2111,1,A,54000.000,u éq.
135732,576930,0062.01328,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2017-07-11,,,En fonctionnement,2925,#,D,117.760,kW
135740,576958,0067.04528,2716,2,D,déchets non dangereux non inertes (transit),2014-10-22,2014-10-22,,En fonctionnement,2716,2,D,999.000,m3
135744,576978,0066.03845,1185,2-a,D,Quantité susceptible d'être présente,2013-11-28,2013-11-28,2013-11-28,En fonctionnement,1185,2-a,D,2355.000,kg
135745,576982,0068.02295,2575,,D,Emploi de matières abrasives,2016-09-12,2014-10-15,2016-09-12,En fonctionnement,2575,#,D,102.000,kW
135751,577008,0068.03041,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2005-11-04,2005-11-04,,En fonctionnement,2515,1,A,250.000,kW
135762,577057,0062.02606,2940,2-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",1984-02-23,2000-09-18,1984-02-23,En fonctionnement,2940,2-b,D,75.000,kg/j
135763,577063,0062.07692,2940,2-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",1814-11-23,1814-11-23,,En fonctionnement,2940,2-b,D,30.000,kg/j
135773,577103,0062.04703,2662,1,E,Stockage de polymères enregistré,2009-02-12,2001-05-04,2001-05-04,En fonctionnement,2662,a,A,15640.000,m3
135775,577106,0057.01153,2662,2,D,Stockage de polymères D,2018-11-22,2010-06-16,,En fonctionnement,2662,3,D,720.000,m3
135777,577120,0062.01328,2662,,NC,Stockage de polymères,2017-07-11,2004-04-15,1999-12-21,En fonctionnement,2662,#,NC,43.170,m3
135781,577138,0062.00194,2662,,NC,Stockage de polymères,2000-10-16,2000-10-16,,En fonctionnement,2662,#,NC,60.000,m3
135782,577144,0062.00194,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2000-10-16,2000-10-16,,En fonctionnement,1530,2,D,19500.000,m3
135793,577174,0057.01946,1532,2-b,D,Stockage bois déclaré,2016-05-24,2012-09-01,2016-05-24,En fonctionnement,1532,3,D,11000.000,m3
135801,577188,0062.04802,47xx,,NC,,,2008-09-08,2008-09-08,En fonctionnement,47xx,,NC,,
135822,577273,0581.00134,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-07-22,,,En fonctionnement,2102,2-a,E,2611.000,u éq.
135835,577376,0066.00190,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2020-11-16,,,En fonctionnement,2921,b,D,1627.000,kW
135836,577377,0066.00190,2910,A-2,D,Combustion,2020-11-16,2018-10-22,2019-01-21,En fonctionnement,2910,A-2,D,2.400,MW
135847,577431,0062.02606,3610,c,A,panneaux,1984-02-23,1960-04-29,1984-02-23,En fonctionnement,2410,1,A,1180.000,kW
135878,577558,0062.02606,1432,,NC,Liquides inflammables (stockage),1984-02-23,1984-02-23,1984-02-23,En fonctionnement,1432,#,NC,5.000,m3
135880,577570,0062.00888,1450,2,D,Solides inflammables,1814-11-23,1814-11-23,,En fonctionnement,1450,2-b,D,100.000,kg
135882,577572,0062.06477,1435,,NC,Stations service,2011-01-06,2011-01-06,,En fonctionnement,1435,#,NC,100.000,
135883,577583,0067.04078,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2005-07-08,2014-12-24,2005-07-08,En fonctionnement,2921,b,D,4.400,kW
135909,577741,0068.02295,1532,,NC,Stockage de bois ou de matériaux analogues,2016-09-12,2016-09-12,2016-09-12,En fonctionnement,1532,,NC,30.000,m3
135920,577817,0068.06453,2415,1,A,Mise en oeuvre de produits de préservation du bois et dérivés,2014-04-29,,2014-04-29,En fonctionnement,2415,1,A,8640.000,L
135951,578013,0066.02035,2714,2,D,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2012-12-21,2003-12-15,2012-12-21,En fonctionnement,2714,2,D,100.000,m3
135996,578245,0508.00360,3660,a,A,avec plus de 40 000 emplacements pour les volailles,1990-07-13,,1990-07-13,En fonctionnement,3660,a,A,67320.000,u
136009,578268,0057.04556,2980,1,A,Eoliennes de + de 50 m,2012-09-18,2009-01-01,2012-09-18,En fonctionnement,2980,1,A,10.900,MW
136030,578352,0508.00360,2120,3,D,Chiens (élevage),1990-07-13,,,En fonctionnement,2120,2,D,20.000,u
136047,578452,0062.00365,1523,C-1-a,A,"Soufre (fabrication,fusion,emploi et stockage)",2010-11-19,,,En fonctionnement,1523,C-1-a,A,30.000,t
136059,578532,0066.01793,1131,#,NC,Toxiques (emploi ou stockage),2006-03-29,2006-03-29,2006-03-29,En fonctionnement,1155,#,NC,14.500,t
136068,578586,0530.00239,2251,B-1,E,"Vins (préparation, conditionnement)",2005-03-10,,2005-03-10,En fonctionnement,2251,B-1,E,32000.000,hl/an
136096,578722,0068.03627,2662,1,E,Stockage de polymères enregistré,2015-12-02,2005-06-20,2015-12-02,En fonctionnement,2662,2,E,1250.000,m3
136097,578725,0068.03627,2663,2-b,D,Stockage de pneumatiques,2015-12-02,2005-06-20,2015-12-02,En fonctionnement,2663,2-c,D,1255.000,m3
136098,578726,0068.03627,2661,2-b,D,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2015-12-02,1996-07-03,2015-12-02,En fonctionnement,2661,2-b,D,19.000,t/j
136102,578731,0068.03627,1185,2-a,D,Quantité susceptible d'être présente,2015-12-02,1996-07-03,2015-12-02,En fonctionnement,4802,2-a,D,337.000,kg
136111,578751,0062.01931,2575,,D,Emploi de matières abrasives,2000-07-26,2000-07-26,,En fonctionnement,2575,#,D,0.000,kW
136116,578778,0066.04097,4130,3-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2016-05-27,2016-05-27,2016-05-27,En fonctionnement,4130,3-b,D,0.425,t
136126,578821,0051.05830,47xx,,NC,,,,2019-11-06,En fonctionnement,47xx,,NC,,
136155,578937,0070.00654,1433,A,NC,LIQUIDES INFLAMMABLES (MELANGE OU EMPLOI),2012-01-17,,2012-01-17,En fonctionnement,1433,A,NC,270.000,
136157,578944,0546.00043,2101,1-b,E,"Bovins (élevage, vente, transit,  etc)",2001-09-13,,2001-09-13,En fonctionnement,2101,1-b,E,700.000,u
136168,579005,0037.02587,47xx,,NC,,,,2020-02-26,En fonctionnement,47xx,,NC,,
136179,579047,0066.01739,2251,B-1,E,"Vins (préparation, conditionnement)",2003-01-27,2003-01-27,2003-01-27,En fonctionnement,2251,B-1,E,55000.000,hl/an
136183,579058,0070.05848,1435,,NC,Stations service,2013-12-12,,2013-12-12,En fonctionnement,1435,#,NC,25.800,
136189,579067,0068.03302,2910,A-2,D,Combustion,2019-02-06,2002-10-18,2019-02-06,En fonctionnement,2910,A-2,D,2.400,MW
136190,579068,0068.03302,47xx,,NC,,,2002-10-18,2019-02-06,En fonctionnement,47xx,,NC,,
136196,579092,0062.01931,2565,2-a,E,Traitement de surface,2000-07-26,2000-07-26,,En fonctionnement,2565,2-a,A,18000.000,L
136206,579122,0062.04578,47xx,,NC,,,2006-05-03,,En fonctionnement,47xx,,NC,,
136213,579162,0037.02587,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2020-02-26,,2020-02-26,En fonctionnement,2517,1,E,10000.000,m2
136225,579194,0070.03219,2551,1,A,Fonderie (fabrication produits moulés) métaux et alliages ferreux,2009-06-09,2009-06-09,,En fonctionnement,2551,1,A,40.000,t/j
136228,579206,0067.02278,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",1814-11-23,1994-04-26,,En fonctionnement,2515,2,D,0.000,kW
136229,579219,0051.06767,2713,2,D,Métaux et déchets de métaux (transit),2017-12-21,,2017-12-21,En fonctionnement,2713,2,D,250.000,m2
136230,579221,0051.06767,2710,1-b,D,collecte de déchets dangereux-DC,2017-12-21,2014-05-26,2017-12-21,En fonctionnement,2710,1-b,D,6.999,t
136232,579223,0051.06767,2715,#,D,"Transit, regroupement ou tri de déchets non dangereux de verre",2017-12-21,,2017-12-21,En fonctionnement,2715,#,D,420.000,m3
136236,579227,0051.06767,2714,2,D,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2017-12-21,,2017-12-21,En fonctionnement,2714,2,D,6000.000,m3
136238,579229,0051.06767,2710,2-a,E,collecte de déchets non dangereux-E,2017-12-21,,2017-12-21,En fonctionnement,2710,2-b,E,305.000,m3
136240,579234,0051.06767,2791,1,A,Déchets non dangereux (traitement),2017-12-21,,2017-12-21,En fonctionnement,2791,1,A,40.000,t/j
136246,579261,0066.01739,2920,2-b,D,Réfrigération ou compression (installation de) pression >10E5 Pa,2003-01-27,2003-01-27,2003-01-27,En fonctionnement,2920,2-b,D,280.000,kW
136250,579265,0066.01739,1131,3-c,D,Toxiques (emploi ou stockage),2003-01-27,2003-01-27,2003-01-27,En fonctionnement,1131,3-c,D,800.000,kg
136256,579274,0067.02278,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),1814-11-23,1996-12-11,,En fonctionnement,2517,1,A,140000.000,m3
136263,579285,0070.01068,2910,A-2,D,Combustion,1981-11-27,1981-11-27,1981-11-27,En fonctionnement,2910,A-2,D,2.149,MW
136311,579478,0062.08420,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2011-04-15,,2011-04-15,En fonctionnement,2515,1-a,A,738.000,kW
136312,579479,0070.03101,1433,A-b,D,LIQUIDES INFLAMMABLES (MELANGE OU EMPLOI),2004-06-17,2004-06-17,,En fonctionnement,1433,A-b,D,10.000,t
136324,579603,0070.05848,1611,2,D,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2013-12-12,,2013-12-12,En fonctionnement,1611,2,D,55.000,t
136325,579606,0070.05848,3532,,A,Valorisation de déchets non dangereux,2013-12-12,,2013-12-12,En fonctionnement,3532,,A,450.000,t/j
136326,579608,0070.05848,2716,1,E,déchets non dangereux non inertes (transit),2013-12-12,,2013-12-12,En fonctionnement,2716,1,A,4450.000,m3
136328,579610,0070.05848,4310,2,D,Gaz inflammables catégorie 1 et 2,2013-12-12,,2013-12-12,En fonctionnement,1411,2-c,D,4.800,t
136329,579611,0067.02142,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",1992-06-25,1992-06-25,,En fonctionnement,282,2,D,0.000,u
136330,579612,0070.05848,2714,,NC,"Transit, regroupement ou tri de déchets non dangereux de papiers/cartons, plastiques, caoutchouc, textiles, bois",2013-12-12,,2013-12-12,En fonctionnement,2714,#,NC,60.000,
136331,579613,0037.02587,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2020-02-26,,2020-02-26,En fonctionnement,2915,2,D,3500.000,L
136333,579615,0070.05848,2910,,NC,Installation de combustion,2013-12-12,,2013-12-12,En fonctionnement,2910,,NC,1000.000,
136335,579618,0070.05848,2781,2-a,A,Installations de méthanisation de déchets non dangereux,2013-12-12,,2013-12-12,En fonctionnement,2781,2,A,131800.000,
136336,579619,0070.05848,2713,2,D,Métaux et déchets de métaux (transit),2013-12-12,,2013-12-12,En fonctionnement,2713,2,D,126.000,m2
136338,579630,0067.02142,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",1992-06-25,1992-06-25,,En fonctionnement,375,2,unknown,0.000,u
136355,579681,0068.00422,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2003-05-16,1986-06-30,2003-05-16,En fonctionnement,2515,1,A,1066.000,kW
136356,579686,0070.05848,2782,#,A,Autres traitements biologiques de déchets non dangereux,2013-12-12,,2013-12-12,En fonctionnement,2782,#,A,68500.000,
136389,579768,0070.03219,2910,,NC,Installation de combustion,2009-06-09,2009-06-09,,En fonctionnement,2910,#,NC,0.000,
136442,579943,0066.04097,47xx,,NC,,,2016-05-27,2016-05-27,En fonctionnement,47xx,,NC,,
136464,579990,0070.00654,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2012-01-17,,2012-01-17,En fonctionnement,2940,2-a,A,450.000,kg/j
136466,579998,0070.03101,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2004-06-17,2004-06-17,,En fonctionnement,2940,2-a,A,120.000,kg/j
136469,580024,0070.03101,2940,,NC,"Application, cuisson, séchage de vernis, peinture, apprêt, colle, enduit, etc.",2004-06-17,2004-06-17,,En fonctionnement,2940,#,NC,18.000,L
136492,580173,0070.00654,2565,2-b,D,Traitement de surface,2012-01-17,,2012-01-17,En fonctionnement,2565,2-b,D,1500.000,L
136517,580318,0580.00649,2101,2-b,E,"Bovins (élevage, vente, transit,  etc)",2006-05-30,,2006-05-30,En fonctionnement,2101,2-a,A,220.000,u
136522,580327,0066.04484,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2018-03-09,2011-06-01,2011-06-01,En fonctionnement,2712,1-b,E,4000.000,m2
136536,580351,0070.02445,2663,2-b,D,Stockage de pneumatiques,2019-04-04,2019-04-04,,En fonctionnement,2663,2-c,D,4200.000,m3
136537,580353,0070.02445,1510,2-b,E,Entrepot enregistré,2019-04-04,2012-01-24,,En fonctionnement,1510,2,E,60480.000,m3
136538,580355,0070.02445,2662,2,D,Stockage de polymères D,2019-04-04,2019-04-04,,En fonctionnement,2662,3,D,550.000,m3
136539,580358,0070.02445,2910,,NC,Installation de combustion,2019-04-04,1994-03-08,1994-03-08,En fonctionnement,2910,#,NC,688.000,kW
136540,580360,0070.02445,47xx,,NC,,,,,En fonctionnement,47xx,,NC,,
136541,580361,0070.02445,4331,,NC,Liquides inflammables de catégorie 2 ou catégorie 3,2019-04-04,,,En fonctionnement,4331,,NC,8.000,t
136575,580463,0066.00613,2713,1,E,Métaux et déchets de métaux (transit),2012-02-15,1814-11-23,,En fonctionnement,2713,1,A,6200.000,m2
136585,580480,0051.05902,2510,1,A,Carrières (exploitation de),2014-03-17,2014-03-17,,En fonctionnement,2510,1,A,50000.000,
136618,580581,0066.00613,1435,,NC,Stations service,2012-02-15,,,En fonctionnement,1435,#,NC,40.000,
136642,580652,0062.01931,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2000-07-26,2000-07-26,,En fonctionnement,2940,2-a,A,300.000,kg/j
136643,580653,0070.01536,47xx,,NC,,,2002-12-20,2015-05-21,En fonctionnement,47xx,,NC,,
136644,580655,0070.01536,2910,A-2,D,Combustion,2017-10-02,2002-12-20,2015-05-21,En fonctionnement,2910,A-2,D,6.410,MW
136645,580657,0070.01536,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2017-10-02,2002-12-20,2015-05-21,En fonctionnement,2925,#,D,50.000,kW
136646,580658,0067.02142,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",1992-06-25,1992-06-25,,En fonctionnement,406,1-b,unknown,0.000,
136647,580659,0070.01536,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),2017-10-02,2002-12-20,2015-05-21,En fonctionnement,1414,3,D,0.000,
136677,580730,0070.01653,2663,,NC,Stockage de pneumatiques,2017-10-06,2000-02-28,,En fonctionnement,2663,#,NC,1.000,m3
136679,580738,0068.03302,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2019-02-06,2002-10-18,2019-02-06,En fonctionnement,2925,#,D,48.000,kW
136681,580756,0070.01518,47xx,,NC,,,2008-03-12,2017-10-18,En fonctionnement,47xx,,NC,,
136682,580757,0070.01518,1412,#,NC,Gaz inflammables liquéfiés (stockage),2017-10-18,2008-03-12,2017-10-18,En fonctionnement,1412,#,NC,2.510,t
136686,580764,0070.01518,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2017-10-18,2008-03-12,2017-10-18,En fonctionnement,2925,#,D,0.000,kW
136687,580765,0070.01518,1530,,NC,"Dépôts de papiers, cartons ou analogues",2017-10-18,2008-03-12,2017-10-18,En fonctionnement,1530,#,NC,90.000,m3
136688,580767,0070.01518,2230,,NC,Traitement et transformation du lait,2017-10-18,2008-03-12,2017-10-18,En fonctionnement,2230,,NC,15800.000,L/j
136689,580768,0070.01518,2910,,NC,Installation de combustion,2017-10-18,2008-03-12,2017-10-18,En fonctionnement,2910,,NC,2.500,MW
136691,580771,0070.01518,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),2017-10-18,2017-10-18,2017-10-18,En fonctionnement,1414,3,D,1.000,
136696,580809,0068.03302,2662,,NC,Stockage de polymères,2019-02-06,2002-10-18,2019-02-06,En fonctionnement,2662,#,NC,50.000,m3
136715,580893,0057.01829,2663,2-b,D,Stockage de pneumatiques,1814-11-23,2007-03-12,2007-03-12,En fonctionnement,2663,2-b,D,8345.000,m3
136725,580916,0051.02725,2510,1,A,Carrières (exploitation de),1996-08-12,1996-08-12,1996-08-12,En fonctionnement,2510,1,A,40000.000,t/an
136738,580976,0070.02553,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",1814-11-23,1814-11-23,,En fonctionnement,2560,2,D,100.000,kW
136741,580990,0067.04140,1510,2-a,A,Entrepot autorisé,2009-04-06,2009-04-06,2009-04-06,En fonctionnement,1510,1,A,290000.000,m3
136742,580996,0070.02553,2910,A-2,D,Combustion,1814-11-23,1814-11-23,,En fonctionnement,2910,A-2,D,2.070,MW
136761,581073,0062.05874,2662,1,E,Stockage de polymères enregistré,2009-06-25,,2009-06-25,En fonctionnement,2662,1,A,7640.000,m3
136762,581076,0051.08044,2980,1,A,Eoliennes de + de 50 m,2013-10-31,,2013-10-31,En fonctionnement,2980,1,A,6.000,MW
136770,581100,0070.02553,1432,,NC,Liquides inflammables (stockage),1814-11-23,1814-11-23,,En fonctionnement,1432,#,NC,0.800,m3
136821,581310,0070.00654,1418,3,D,Acétylène (stockage ou emploi),2012-01-17,,2012-01-17,En fonctionnement,1418,3,D,0.120,t
136830,581322,0070.00654,2663,2,NC,Stockage de pneumatiques,2012-01-17,,2012-01-17,En fonctionnement,2663,2,NC,260.000,
136831,581323,0070.00654,2930,1,NC,Ateliers de réparation et entretien de véhicules à moteur,2012-01-17,,2012-01-17,En fonctionnement,2930,1,NC,1695.000,
136832,581325,0070.03219,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2009-06-09,2009-06-09,,En fonctionnement,1220,3,D,8.800,t
136837,581343,0070.03101,1220,#,NC,Oxygène (emploi et stockage),2004-06-17,2004-06-17,,En fonctionnement,1220,#,NC,15.000,kg
136842,581361,0070.03219,1510,2-c,D,Entrepot déclaré,2009-06-09,2009-06-09,,En fonctionnement,1510,2,D,7600.000,m3
136861,581420,0070.01068,3260,,A,Traitement de surface,2014-07-28,,2014-07-28,En fonctionnement,3260,,A,0.000,m3
136864,581432,0057.01162,2160,2-a,A,Silos autres que plats autorisés,2012-06-28,1996-01-23,2012-06-28,En fonctionnement,2160,a,A,17547.000,m3
136927,581671,0066.05528,2980,1,A,Eoliennes de + de 50 m,2015-08-24,2007-10-04,2012-07-19,En fonctionnement,2980,1,A,4.000,MW
136929,581692,0512.00419,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-07-22,,,En fonctionnement,2102,2-a,E,603.000,u éq.
136935,581749,0068.00422,1310,2-c,D,"POUDRES, EXPLOSIFS, ET AUTRES (FABRICATION, CONDITIONNEMENT, ...)",2003-05-16,2009-06-09,2003-05-16,En fonctionnement,1310,2-c,D,0.000,kg
136947,581823,0066.00613,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2012-02-15,1814-11-23,,En fonctionnement,2712,#,A,1700.000,m2
136961,581896,0070.00654,1532,,NC,Stockage de bois ou de matériaux analogues,2012-01-17,,2012-01-17,En fonctionnement,1532,#,NC,1000.000,
136966,581909,0070.01068,1432,,NC,Liquides inflammables (stockage),1981-11-27,1981-11-27,1981-11-27,En fonctionnement,253,#,NC,0.000,
136976,581937,0070.03219,1432,,NC,Liquides inflammables (stockage),2009-06-09,2009-06-09,,En fonctionnement,1432,#,NC,4.800,m3
137036,582225,0070.04605,2714,1,E,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2021-02-03,2010-04-14,,En fonctionnement,2714,1,A,2200.000,m3
137051,582273,0051.04921,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2015-08-28,,2015-08-28,En fonctionnement,2925,#,D,99.990,kW
137054,582295,0051.04246,47xx,,NC,,,1814-11-23,,En fonctionnement,47xx,,NC,,
137084,582460,0070.01347,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,1814-11-23,1814-11-23,,En fonctionnement,2925,#,D,110.000,kW
137097,582516,0051.00240,2340,1,E,"Blanchisseries, laveries de linge",2017-02-07,,2017-02-07,En fonctionnement,2340,1,E,20.000,t/j
137098,582517,0051.00240,4411,2,D,"Substances et mélanges autoréactifs type C, D, E ou F",2017-02-07,,2017-02-07,En fonctionnement,4411,2,D,3.500,t
137103,582534,0064.07681,2565,2-a,E,Traitement de surface,2020-06-29,,,En fonctionnement,2565,2-a,E,3078.000,l
137121,582617,0064.13503,2760,3,E,Installation de stockage de déchets inertes,2019-04-03,,,En fonctionnement,2760,3,E,10000.000,
137122,582618,0064.00048,47xx,,NC,,,,2016-05-18,En fonctionnement,47xx,,NC,,
137123,582619,0064.00048,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2016-05-18,,2016-05-18,En fonctionnement,4510,2,D,45.000,t
137125,582621,0064.05070,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2016-05-02,2016-05-02,,En fonctionnement,2921,a,E,3200.000,kW
137126,582622,0064.05070,47xx,,NC,,,2016-05-02,,En fonctionnement,47xx,,NC,,
137129,582627,0064.09760,2714,,NC,"Transit, regroupement ou tri de déchets non dangereux de papiers/cartons, plastiques, caoutchouc, textiles, bois",2018-06-20,2018-06-20,,En fonctionnement,2714,,NC,100.000,m3
137135,582647,0070.01347,2910,A-2,D,Combustion,1814-11-23,2004-10-11,,En fonctionnement,2910,A-2,D,2.800,MW
137140,582660,0064.00048,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-05-18,,2016-05-18,En fonctionnement,4511,,NC,50.000,t
137150,582678,0070.01815,1435,,NC,Stations service,2015-02-26,,,En fonctionnement,1435,#,NC,7.000,m3
